Type,SeriesName_1,SeriesName_2,SeriesName_3,SeriesName_4,NameOut_1,NameOut_2,NameOut_3,NameOut_4,Contract_1,Contract_2,Contract_3,Contract_4,YearsBack,ConversionFactor_1,ConversionFactor_2,ConversionFactor_3,ConversionFactor_4,ExpireFlag,LocationOut,UnitsOut
Timing,RB,RB,,,RB,RB,,,F,G,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,G,H,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,H,J,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,J,K,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,K,M,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,M,N,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,N,Q,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,Q,U,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,U,V,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,V,X,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,X,Z,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,Z,F,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,M,Z,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,Z,M,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,K,U,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,U,K,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,U,Z,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,V,Z,,,10,100,100,,,XB,RBOB,cpg
Timing,RB,RB,,,RB,RB,,,J,U,,,10,100,100,,,XB,RBOB,cpg
Timing,CL,CL,,,CL,CL,,,F,G,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,G,H,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,H,J,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,J,K,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,K,M,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,M,N,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,N,Q,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,Q,U,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,U,V,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,V,X,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,X,Z,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,Z,F,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,M,Z,,,10,1,1,,,CL,WTI,$/BBL
Timing,CL,CL,,,CL,CL,,,Z,M,,,10,1,1,,,CL,WTI,$/BBL
Timing,HO,HO,,,HO,HO,,,F,G,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,G,H,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,H,J,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,J,K,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,K,M,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,M,N,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,N,Q,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,Q,U,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,U,V,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,V,X,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,X,Z,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,Z,F,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,M,Z,,,10,100,100,,,HO,HO,cpg
Timing,HO,HO,,,HO,HO,,,Z,M,,,10,100,100,,,HO,HO,cpg
Timing,BRN,BRN,,,BRN,BRN,,,F,G,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,G,H,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,H,J,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,J,K,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,K,M,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,M,N,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,N,Q,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,Q,U,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,U,V,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,V,X,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,X,Z,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,Z,F,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,M,Z,,,10,1,1,,,CO,BRN,$/BBL
Timing,BRN,BRN,,,BRN,BRN,,,Z,M,,,10,1,1,,,CO,BRN,$/BBL
Timing,GAS,GAS,,,GO,GO,,,F,G,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,G,H,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,H,J,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,J,K,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,K,M,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,M,N,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,N,Q,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,Q,U,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,U,V,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,V,X,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,X,Z,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,Z,F,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,M,Z,,,10,1,1,,,QS,GO,$/MT
Timing,GAS,GAS,,,GO,GO,,,Z,M,,,10,1,1,,,QS,GO,$/MT
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,F,F,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,G,G,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,H,H,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,J,J,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,K,K,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,M,M,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,N,N,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,Q,Q,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,U,U,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,V,V,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,X,X,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,GAS,BRN.FV.LOND1630.M,,,GO,CO,,,Z,Z,,,8,0.134228188,1,,,CO,GO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,F,F,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,G,G,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,H,H,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,J,J,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,K,K,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,M,M,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,N,N,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,Q,Q,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,U,U,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,V,V,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,X,X,,,10,42,1,,,CO,HO_CO,$/BBL
Crack,HO,BRN,,,HO,CO,,,Z,Z,,,10,42,1,,,CO,HO_CO,$/BBL
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,F,F,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,G,G,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,H,H,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,J,J,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,K,K,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,M,M,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,N,N,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,Q,Q,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,U,U,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,V,V,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,X,X,,,5,100,0.3195,,,HO,HO_GO,cpg
Location,HO,GAS.FV.USNY1430.M,,,HO,GO,,,Z,Z,,,5,100,0.3195,,,HO,HO_GO,cpg
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,M,Z,M,Z,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,Z,M,Z,M,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,F,G,F,G,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,G,H,G,H,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,H,J,H,J,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,J,K,J,K,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,K,M,K,M,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,M,N,M,N,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,N,Q,N,Q,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,Q,U,Q,U,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,U,V,U,V,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,V,X,V,X,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,X,Z,X,Z,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,Z,F,Z,F,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,M,Z,M,Z,15,42,42,1,1,CO,HO_CO,$/BBL
Box,HO,HO,BRN,BRN,HO,HO,BRN,BRN,Z,M,Z,M,15,42,42,1,1,CO,HO_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,M,Z,M,Z,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,Z,M,Z,M,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,F,G,F,G,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,G,H,G,H,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,H,J,H,J,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,J,K,J,K,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,K,M,K,M,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,M,N,M,N,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,N,Q,N,Q,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,Q,U,Q,U,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,U,V,U,V,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,V,X,V,X,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,X,Z,X,Z,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,Z,F,Z,F,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,M,Z,M,Z,15,42,42,1,1,CO,RB_CO,$/BBL
Box,RB,RB,BRN,BRN,RB,RB,BRN,BRN,Z,M,Z,M,15,42,42,1,1,CO,RB_CO,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,M,Z,M,Z,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,Z,M,Z,M,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,F,G,F,G,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,G,H,G,H,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,H,J,H,J,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,J,K,J,K,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,K,M,K,M,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,M,N,M,N,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,N,Q,N,Q,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,Q,U,Q,U,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,U,V,U,V,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,V,X,V,X,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,X,Z,X,Z,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,Z,F,Z,F,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,M,Z,M,Z,15,42,42,1,1,CL,HO_CL,$/BBL
Box,HO,HO,CL,CL,HO,HO,CL,CL,Z,M,Z,M,15,42,42,1,1,CL,HO_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,M,Z,M,Z,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,Z,M,Z,M,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,F,G,F,G,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,G,H,G,H,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,H,J,H,J,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,J,K,J,K,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,K,M,K,M,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,M,N,M,N,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,N,Q,N,Q,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,Q,U,Q,U,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,U,V,U,V,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,V,X,V,X,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,X,Z,X,Z,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,Z,F,Z,F,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,M,Z,M,Z,15,42,42,1,1,CL,RB_CL,$/BBL
Box,RB,RB,CL,CL,RB,RB,CL,CL,Z,M,Z,M,15,42,42,1,1,CL,RB_CL,$/BBL
CrossProduct,RB,HO,,,RB,HO,,,F,F,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,G,G,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,H,H,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,J,J,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,K,K,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,M,M,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,N,N,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,Q,Q,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,U,U,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,V,V,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,X,X,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,Z,Z,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,M,M,,,15,100,100,,,HO,RB_HO,cpg
CrossProduct,RB,HO,,,RB,HO,,,Z,Z,,,15,100,100,,,HO,RB_HO,cpg
Box,RB,RB,HO,HO,RB,RB,HO,HO,M,Z,M,Z,15,100,1,1,1,HO,RB_HO,cpg
Box,RB,RB,HO,HO,RB,RB,HO,HO,Z,M,Z,M,15,1,1,1,1,HO,RB_HO,cpg
